year,genre_name,total_revenue,movie_count,avg_revenue
1914,Fantasy,5773000,11,524818
1914,Romance,4187028,70,59815
1914,Adventure,87028,41,2123
1914,Action,0,12,0
1914,Animation,0,10,0
1914,Comedy,0,436,0
1914,Drama,0,570,0
1914,Family,0,5,0
1914,Science Fiction,0,4,0
1914,Thriller,0,20,0
1915,Drama,11239802,615,18276
1915,Romance,204661,74,2766
1915,Action,0,19,0
1915,Adventure,0,35,0
1915,Animation,0,31,0
1915,Comedy,0,369,0
1915,Family,0,1,0
1915,Fantasy,0,9,0
1915,Science Fiction,0,6,0
1915,Thriller,0,60,0
1916,Drama,11242768,633,17761
1916,Action,8000000,18,444444
1916,Adventure,8000000,39,205128
1916,Science Fiction,8000000,18,444444
1916,Fantasy,1390000,13,106923
1916,Animation,0,66,0
1916,Comedy,0,348,0
1916,Family,0,2,0
1916,Romance,0,59,0
1916,Thriller,0,65,0
1917,Action,0,14,0
1917,Adventure,0,41,0
1917,Animation,0,51,0
1917,Comedy,0,295,0
1917,Drama,0,583,0
1917,Family,0,7,0
1917,Fantasy,0,20,0
1917,Romance,0,75,0
1917,Science Fiction,0,3,0
1917,Thriller,0,19,0
1918,Drama,10400000,522,19923
1918,Comedy,8000000,264,30303
1918,Animation,3000,43,70
1918,Fantasy,3000,12,250
1918,Action,0,16,0
1918,Adventure,0,33,0
1918,Family,0,4,0
1918,Romance,0,79,0
1918,Science Fiction,0,7,0
1918,Thriller,0,6,0
1919,Drama,11169213,454,24602
1919,Comedy,4900000,296,16554
1919,Romance,2400000,88,27273
1919,Action,0,28,0
1919,Adventure,0,48,0
1919,Animation,0,47,0
1919,Family,0,1,0
1919,Fantasy,0,11,0
1919,Science Fiction,0,5,0
1919,Thriller,0,5,0
1920,Drama,7709011,473,16298
1920,Action,4500000,30,150000
1920,Romance,4500000,69,65217
1920,Thriller,8811,7,1259
1920,Adventure,0,54,0
1920,Animation,0,80,0
1920,Comedy,0,288,0
1920,Family,0,7,0
1920,Fantasy,0,13,0
1920,Science Fiction,0,9,0
1921,Comedy,2500000,253,9881
1921,Drama,2500000,411,6083
1921,Romance,901937,94,9595
1921,Action,0,29,0
1921,Adventure,0,58,0
1921,Animation,0,91,0
1921,Family,0,8,0
1921,Fantasy,0,27,0
1921,Science Fiction,0,6,0
1921,Thriller,0,9,0
1922,Drama,400200,392,1021
1922,Thriller,400200,5,80040
1922,Adventure,142000,51,2784
1922,Fantasy,19054,17,1121
1922,Animation,500,105,5
1922,Comedy,500,213,2
1922,Action,0,27,0
1922,Family,0,12,0
1922,Romance,0,103,0
1922,Science Fiction,0,3,0
1923,Comedy,1500000,230,6522
1923,Romance,1500000,88,17045
1923,Thriller,1500000,4,375000
1923,Action,0,29,0
1923,Adventure,0,46,0
1923,Animation,0,94,0
1923,Drama,0,429,0
1923,Family,0,14,0
1923,Fantasy,0,17,0
1923,Science Fiction,0,3,0
1924,Romance,3921419,101,38826
1924,Drama,2393980,411,5825
1924,Action,1550000,36,43056
1924,Comedy,1550000,286,5420
1924,Adventure,1490419,51,29224
1924,Fantasy,1490419,17,87672
1924,Thriller,881000,4,220250
1924,Animation,0,106,0
1924,Family,0,13,0
1924,Science Fiction,0,9,0
1925,Drama,37759050,406,93003
1925,Romance,30297150,103,294147
1925,Adventure,13599650,62,219349
1925,Comedy,4130000,337,12255
1925,Thriller,704000,10,70400
1925,Action,0,36,0
1925,Animation,0,173,0
1925,Family,0,13,0
1925,Fantasy,0,17,0
1925,Science Fiction,0,9,0
1926,Drama,5647878,415,13609
1926,Action,3750000,62,60484
1926,Comedy,3523000,412,8551
1926,Adventure,3438000,92,37370
1926,Fantasy,938000,14,67000
1926,Romance,658000,171,3848
1926,Animation,0,179,0
1926,Family,0,6,0
1926,Science Fiction,0,3,0
1926,Thriller,0,11,0
1927,Drama,13554809,463,29276
1927,Romance,6279857,151,41588
1927,Action,3600000,52,69231
1927,Comedy,2478307,405,6119
1927,Science Fiction,650422,4,162606
1927,Adventure,0,63,0
1927,Animation,0,163,0
1927,Family,0,5,0
1927,Fantasy,0,13,0
1927,Thriller,0,8,0
1928,Drama,24573097,500,49146
1928,Romance,8099000,150,53993
1928,Thriller,1464000,10,146400
1928,Adventure,1147000,68,16868
1928,Comedy,97,415,0
1928,Action,0,52,0
1928,Animation,0,147,0
1928,Family,0,7,0
1928,Fantasy,0,12,0
1928,Science Fiction,0,2,0
1929,Romance,9780000,157,62293
1929,Comedy,9624000,376,25596
1929,Drama,8485000,508,16703
1929,Action,3270000,46,71087
1929,Adventure,3270000,56,58393
1929,Animation,0,165,0
1929,Family,0,18,0
1929,Fantasy,0,12,0
1929,Science Fiction,0,7,0
1929,Thriller,0,24,0
1930,Drama,25524940,454,56222
1930,Adventure,15000000,53,283019
1930,Action,12000000,46,260870
1930,Comedy,11007940,468,23521
1930,Fantasy,4000000,13,307692
1930,Romance,7940,213,37
1930,Animation,0,205,0
1930,Family,0,12,0
1930,Science Fiction,0,4,0
1930,Thriller,0,11,0
1931,Drama,28213000,512,55104
1931,Science Fiction,13300000,3,4433333
1931,Romance,9099000,190,47889
1931,Comedy,4250000,510,8333
1931,Action,4200000,39,107692
1931,Adventure,4200000,38,110526
1931,Fantasy,700000,13,53846
1931,Animation,0,215,0
1931,Family,0,14,0
1931,Thriller,0,21,0
1932,Drama,13095000,498,26295
1932,Romance,5678000,188,30202
1932,Comedy,3486000,496,7028
1932,Adventure,753000,65,11585
1932,Action,732000,58,12621
1932,Animation,0,253,0
1932,Family,0,17,0
1932,Fantasy,0,23,0
1932,Science Fiction,0,8,0
1932,Thriller,0,27,0
1933,Drama,22975000,476,48267
1933,Comedy,18025000,555,32477
1933,Romance,12557000,184,68245
1933,Adventure,10000000,54,185185
1933,Fantasy,10000000,24,416667
1933,Family,2100000,22,95455
1933,Thriller,27690,25,1108
1933,Action,0,49,0
1933,Animation,0,224,0
1933,Science Fiction,0,9,0
1934,Comedy,13587000,591,22990
1934,Romance,13377000,209,64005
1934,Drama,8242183,499,16517
1934,Fantasy,378787,21,18037
1934,Action,0,50,0
1934,Adventure,0,68,0
1934,Animation,0,225,0
1934,Family,0,31,0
1934,Science Fiction,0,9,0
1934,Thriller,0,28,0
1935,Drama,18375219,496,37047
1935,Romance,13141150,252,52147
1935,Adventure,7524000,73,103068
1935,Comedy,5920150,588,10068
1935,Family,3064000,39,78564
1935,Science Fiction,2000000,12,166667
1935,Action,0,84,0
1935,Animation,0,226,0
1935,Fantasy,0,24,0
1935,Thriller,0,32,0
1936,Drama,17737100,551,32191
1936,Romance,16563200,206,80404
1936,Comedy,12005209,573,20951
1936,Adventure,5486000,70,78371
1936,Action,0,71,0
1936,Animation,0,225,0
1936,Family,0,50,0
1936,Fantasy,0,18,0
1936,Science Fiction,0,13,0
1936,Thriller,0,36,0
1937,Animation,184925486,207,893360
1937,Family,184925486,63,2935325
1937,Fantasy,184925486,19,9732920
1937,Comedy,13349000,579,23055
1937,Romance,12816895,255,50262
1937,Drama,10329895,556,18579
1937,Thriller,1015000,33,30758
1937,Action,0,86,0
1937,Adventure,0,92,0
1937,Science Fiction,0,8,0
1938,Romance,27953306,238,117451
1938,Comedy,14584520,569,25632
1938,Drama,7687801,553,13902
1938,Adventure,5681000,95,59800
1938,Animation,15,227,0
1938,Action,0,81,0
1938,Family,0,50,0
1938,Fantasy,0,15,0
1938,Science Fiction,0,12,0
1938,Thriller,0,25,0
1939,Drama,423399765,599,706844
1939,Romance,415783765,170,2445787
1939,Adventure,37665724,83,453804
1939,Family,33754967,47,718191
1939,Fantasy,33754967,7,4822138
1939,Comedy,21628346,502,43084
1939,Action,2807000,86,32640
1939,Animation,0,197,0
1939,Science Fiction,0,11,0
1939,Thriller,0,41,0
1940,Family,163334819,58,2816118
1940,Animation,160711819,205,783960
1940,Romance,24804632,175,141741
1940,Drama,21336406,510,41836
1940,Comedy,16339660,556,29388
1940,Thriller,7592465,33,230075
1940,Adventure,7000000,93,75269
1940,Action,4372567,63,69406
1940,Science Fiction,659600,17,38800
1940,Fantasy,0,25,0
1941,Drama,49569138,476,104137
1941,Romance,13369000,200,66845
1941,Comedy,13232092,552,23971
1941,Thriller,6272000,36,174222
1941,Adventure,2500000,66,37879
1941,Animation,1662061,203,8187
1941,Fantasy,1630094,21,77624
1941,Family,1602094,56,28609
1941,Action,0,58,0
1941,Science Fiction,0,7,0
1942,Drama,296178250,466,635576
1942,Family,270094150,47,5746684
1942,Animation,268582150,215,1249219
1942,Romance,28710100,175,164058
1942,Adventure,11355416,69,164571
1942,Comedy,11255416,489,23017
1942,Action,9180416,70,131149
1942,Thriller,2250000,49,45918
1942,Science Fiction,1040000,6,173333
1942,Fantasy,0,23,0
1943,Drama,41194500,459,89748
1943,Romance,39165500,147,266432
1943,Adventure,22875000,54,423611
1943,Thriller,19000000,44,431818
1943,Comedy,15715000,456,34463
1943,Fantasy,6969624,19,366822
1943,Action,5075000,58,87500
1943,Family,3900000,33,118182
1943,Animation,788000,194,4062
1943,Science Fiction,0,4,0
1944,Drama,41504000,376,110383
1944,Comedy,36172000,386,93710
1944,Romance,9393000,137,68562
1944,Family,7566000,40,189150
1944,Thriller,6100000,36,169444
1944,Adventure,4177000,36,116028
1944,Fantasy,1827000,27,67667
1944,Science Fiction,1669226,9,185470
1944,Action,0,41,0
1944,Animation,0,204,0
1945,Drama,68469957,373,183566
1945,Comedy,34359000,325,105720
1945,Romance,28111457,125,224892
1945,Thriller,15005500,51,294225
1945,Fantasy,9291000,23,403957
1945,Family,5840000,31,188387
1945,Adventure,3650000,39,93590
1945,Action,2500000,52,48077
1945,Animation,0,172,0
1945,Science Fiction,0,7,0
1946,Thriller,375920000,63,5966984
1946,Romance,98195000,131,749580
1946,Drama,87046124,430,202433
1946,Family,74644124,40,1866103
1946,Animation,65000000,173,375723
1946,Fantasy,9644124,24,401838
1946,Comedy,2359000,324,7281
1946,Action,0,51,0
1946,Adventure,0,50,0
1946,Science Fiction,0,3,0
1947,Romance,33440704,157,212998
1947,Drama,31968274,513,62316
1947,Comedy,16090704,336,47889
1947,Thriller,9137570,64,142775
1947,Adventure,7000000,70,100000
1947,Family,2700000,47,57447
1947,Action,2365000,44,53750
1947,Animation,0,175,0
1947,Fantasy,0,34,0
1947,Science Fiction,0,2,0
1948,Adventure,12035000,56,214911
1948,Comedy,11827776,367,32228
1948,Romance,11787420,169,69748
1948,Drama,9284344,526,17651
1948,Action,4772088,58,82277
1948,Thriller,3329000,73,45603
1948,Fantasy,834332,27,30901
1948,Animation,6339,200,32
1948,Family,0,48,0
1948,Science Fiction,0,9,0
1949,Drama,45783000,601,76178
1949,Romance,41420000,150,276133
1949,Comedy,28971000,430,67374
1949,Adventure,15865000,77,206039
1949,Action,8064000,75,107520
1949,Thriller,6447098,58,111157
1949,Fantasy,1950000,30,65000
1949,Science Fiction,1950000,7,278571
1949,Animation,0,188,0
1949,Family,0,52,0
1950,Romance,279474415,148,1888341
1950,Family,268121072,72,3723904
1950,Animation,263591415,189,1394664
1950,Fantasy,263591415,28,9413979
1950,Drama,26656688,628,42447
1950,Action,15800000,77,205195
1950,Comedy,14152120,438,32311
1950,Adventure,9419717,90,104664
1950,Science Fiction,5000000,7,714286
1950,Thriller,1900000,70,27143
1951,Family,68200000,70,974286
1951,Drama,62054480,655,94740
1951,Adventure,57201000,87,657483
1951,Animation,57200000,202,283168
1951,Fantasy,57200000,35,1634286
1951,Romance,51469000,160,321681
1951,Thriller,15487000,64,241984
1951,Comedy,12981000,462,28097
1951,Science Fiction,3450000,20,172500
1951,Action,0,69,0
1952,Romance,89321000,186,480220
1952,Drama,55948800,670,83506
1952,Family,36000000,74,486486
1952,Adventure,32381001,118,274415
1952,Comedy,22328000,468,47709
1952,Thriller,1485000,53,28019
1952,Action,0,56,0
1952,Animation,0,181,0
1952,Fantasy,0,32,0
1952,Science Fiction,0,15,0
1953,Drama,114352989,702,162896
1953,Adventure,87404651,126,693688
1953,Animation,87404651,204,428454
1953,Family,87404651,102,856908
1953,Fantasy,87404651,37,2362288
1953,Romance,68767000,200,343835
1953,Comedy,34766000,464,74927
1953,Science Fiction,11466000,30,382200
1953,Thriller,8500000,69,123188
1953,Action,0,81,0
1954,Drama,101173328,742,136352
1954,Thriller,42284514,71,595557
1954,Science Fiction,31867000,32,995844
1954,Adventure,31332373,123,254735
1954,Family,28200000,88,320455
1954,Romance,22575968,198,114020
1954,Comedy,18978000,479,39620
1954,Action,599673,70,8567
1954,Animation,0,190,0
1954,Fantasy,0,52,0
1955,Romance,76457710,248,308297
1955,Comedy,43798786,493,88841
1955,Animation,36359037,197,184564
1955,Family,36359037,108,336658
1955,Drama,30534914,832,36701
1955,Thriller,23224000,72,322556
1955,Adventure,11800000,125,94400
1955,Science Fiction,5752653,28,205452
1955,Action,1952653,68,28715
1955,Fantasy,0,59,0
1956,Drama,288727786,858,336513
1956,Adventure,238380514,95,2509269
1956,Thriller,172730514,83,2081091
1956,Action,162991524,84,1940375
1956,Romance,150931671,227,664897
1956,Comedy,60184085,516,116636
1956,Family,50048980,112,446866
1956,Fantasy,42049071,40,1051227
1956,Science Fiction,9583289,38,252192
1956,Animation,0,205,0
1957,Drama,121188611,959,126370
1957,Romance,49380000,215,229674
1957,Comedy,16170000,523,30918
1957,Science Fiction,11310000,51,221765
1957,Adventure,2200000,99,22222
1957,Fantasy,2000000,52,38462
1957,Action,0,76,0
1957,Animation,0,197,0
1957,Family,0,111,0
1957,Thriller,0,82,0
1958,Romance,66777828,230,290338
1958,Drama,31158828,931,33468
1958,Thriller,15408632,83,185646
1958,Comedy,13810000,562,24573
1958,Science Fiction,7480000,56,133571
1958,Action,20311,112,181
1958,Adventure,20311,131,155
1958,Animation,0,195,0
1958,Family,0,111,0
1958,Fantasy,0,48,0
1959,Drama,199942107,911,219475
1959,Adventure,176504673,137,1288355
1959,Action,169500000,107,1584112
1959,Romance,113302866,210,539537
1959,Fantasy,82258000,59,1394203
1959,Family,79258000,119,666034
1959,Comedy,73454690,547,134286
1959,Animation,51600000,208,248077
1959,Thriller,22275000,98,227296
1959,Science Fiction,1000000,50,20000
1960,Drama,192439166,999,192632
1960,Adventure,105211902,121,869520
1960,Comedy,93797000,557,168397
1960,Family,52006000,128,406297
1960,Thriller,48781702,89,548109
1960,Romance,47755902,216,221092
1960,Fantasy,7105902,71,100083
1960,Science Fiction,2180902,30,72697
1960,Action,2000000,125,16000
1960,Animation,0,225,0
1961,Comedy,168764009,614,274860
1961,Adventure,123706550,167,740758
1961,Family,114650385,134,855600
1961,Drama,114320480,1002,114092
1961,Romance,104880446,207,506669
1961,Animation,85000000,218,389908
1961,Action,31151550,140,222511
1961,Science Fiction,9237760,32,288680
1961,Fantasy,2237760,72,31080
1961,Thriller,0,86,0
1962,Drama,182176909,1010,180373
1962,Thriller,170267035,81,2102062
1962,Adventure,165242420,158,1045838
1962,Action,122217035,121,1010058
1962,Comedy,34044400,639,53278
1962,Romance,24997161,208,120179
1962,Science Fiction,12550000,43,291860
1962,Family,12000000,117,102564
1962,Animation,0,214,0
1962,Fantasy,0,61,0
1963,Adventure,207544471,143,1451360
1963,Comedy,177448391,627,283012
1963,Romance,160768709,193,832998
1963,Action,151600000,135,1122963
1963,Drama,114589396,999,114704
1963,Thriller,90644471,86,1054005
1963,Animation,22182353,194,114342
1963,Family,22182353,114,194582
1963,Science Fiction,2700000,40,67500
1963,Fantasy,1499275,75,19990
1964,Comedy,224714791,658,341512
1964,Drama,155635521,1061,146688
1964,Action,146118942,159,918987
1964,Thriller,138761062,127,1092607
1964,Adventure,129873942,175,742137
1964,Romance,119542303,210,569249
1964,Family,103082380,105,981737
1964,Fantasy,103082380,74,1393005
1964,Science Fiction,14887880,51,291919
1964,Animation,0,210,0
1965,Drama,457089237,1081,422839
1965,Romance,445146316,241,1847080
1965,Family,290888196,101,2880081
1965,Adventure,173843991,166,1047253
1965,Action,146105658,191,764951
1965,Thriller,142600658,110,1296370
1965,Comedy,104772409,653,160448
1965,Animation,4673910,251,18621
1965,Science Fiction,3000000,78,38462
1965,Fantasy,78550,72,1091
1966,Drama,171098327,1101,155403
1966,Adventure,84299576,175,481712
1966,Romance,44692222,261,171235
1966,Action,44035401,224,196587
1966,Comedy,41958282,620,67675
1966,Science Fiction,35048124,88,398274
1966,Thriller,26500000,110,240909
1966,Family,13516000,122,110787
1966,Fantasy,3000000,88,34091
1966,Animation,0,245,0
1967,Adventure,451432191,219,2061334
1967,Drama,423619503,1182,358392
1967,Romance,284681972,238,1196143
1967,Comedy,283186783,691,409822
1967,Action,258098579,258,1000382
1967,Family,214850906,145,1481730
1967,Animation,205843612,298,690750
1967,Thriller,191659246,148,1294995
1967,Fantasy,9000000,75,120000
1967,Science Fiction,2399280,90,26659
1968,Drama,266440694,1298,205270
1968,Comedy,167919359,706,237846
1968,Romance,149890190,265,565623
1968,Adventure,133886445,189,708394
1968,Science Fiction,109396610,73,1498584
1968,Action,107752386,230,468489
1968,Family,100266899,154,651084
1968,Thriller,93006299,131,709972
1968,Fantasy,64137283,95,675129
1968,Animation,1273261,272,4681
1969,Comedy,175786920,728,241466
1969,Drama,168075904,1416,118698
1969,Adventure,130784493,181,722566
1969,Romance,94115142,241,390519
1969,Thriller,80055564,156,513177
1969,Action,79218493,265,298938
1969,Fantasy,2609280,87,29992
1969,Family,2399280,154,15580
1969,Science Fiction,2399280,71,33793
1969,Animation,0,254,0
1970,Drama,621239033,1429,434737
1970,Comedy,281326060,774,363470
1970,Romance,167952798,254,661231
1970,Thriller,122110405,146,836373
1970,Adventure,117996527,200,589983
1970,Action,105591151,234,451244
1970,Animation,55675257,283,196732
1970,Family,55675257,178,312782
1970,Science Fiction,18999718,67,283578
1970,Fantasy,13200000,109,121101
1971,Action,362016533,263,1376489
1971,Drama,304116474,1408,215992
1971,Thriller,278272049,169,1646580
1971,Science Fiction,204922868,71,2886238
1971,Adventure,133939547,179,748266
1971,Romance,112058980,254,441177
1971,Comedy,52618880,782,67288
1971,Family,21900000,167,131138
1971,Fantasy,21900000,113,193805
1971,Animation,18001250,290,62073
1972,Drama,433792950,1406,308530
1972,Comedy,244925887,809,302751
1972,Thriller,204877788,211,970985
1972,Action,193827737,296,654823
1972,Adventure,192922514,205,941085
1972,Romance,127182184,249,510772
1972,Animation,25000001,306,81699
1972,Science Fiction,11582433,73,158663
1972,Family,0,209,0
1972,Fantasy,0,127,0
1973,Drama,642832430,1413,454942
1973,Comedy,409264576,767,533591
1973,Action,254987752,379,672791
1973,Thriller,206471265,217,951480
1973,Adventure,173309442,184,941899
1973,Science Fiction,91420644,81,1128650
1973,Romance,72112000,213,338554
1973,Family,48402073,207,233826
1973,Animation,38788467,303,128015
1973,Fantasy,14800000,127,116535
1974,Drama,586895778,1444,406438
1974,Action,494019434,353,1399488
1974,Thriller,425706058,225,1892027
1974,Comedy,358813589,772,464784
1974,Adventure,106172000,168,631976
1974,Romance,94662200,238,397740
1974,Family,42835162,210,203977
1974,Fantasy,40029000,128,312727
1974,Science Fiction,6247438,81,77129
1974,Animation,0,303,0
1975,Thriller,606167188,180,3367595
1975,Adventure,552578533,209,2643916
1975,Comedy,403338449,827,487713
1975,Drama,356423035,1439,247688
1975,Science Fiction,194862319,84,2319790
1975,Action,139591471,300,465305
1975,Fantasy,134833225,115,1172463
